species	ensembl_assembly_accession	assembly_status
sphaerospermopsis_reniformis_gca_005402885	GCA_005402885.1	Contig
halopeptonella_vilamensis_gca_004217415	GCA_004217415.1	Contig
aliidiomarina_maris_gca_003259445	GCA_003259445.1	Scaffold
gracilibacillus_ureilyticus_gca_900111195	GCA_900111195.1	Scaffold
flavobacteriaceae_bacterium_3519_10_gca_000023725	GCA_000023725.1	Complete Genome
lechevalieria_deserti_gca_003148865	GCA_003148865.1	Scaffold
cylindrospermopsis_raciborskii_cs_505_gca_000175835	GCA_000175835.1	Contig
raphidiopsis_brookii_d9_gca_000175855	GCA_000175855.1	
winogradskyella_arenosi_gca_003337305	GCA_003337305.1	Scaffold
bacillus_subtilis_subsp_subtilis_ncib_3610_atcc_6051_gca_006088795	GCA_006088795.1	Complete Genome
acidovorax_ebreus_tpsy_gca_000022305	GCA_000022305.1	
candidatus_rhodoluna_planktonica_gca_001854225	GCA_001854225.1	Complete Genome
mesorhizobium_australicum_gca_900177325	GCA_900177325.1	Contig
mesorhizobium_opportunistum_wsm2075_gca_000176035	GCA_000176035.2	Complete Genome
clostridium_carboxidivorans_p7_gca_000175595	GCA_000175595.1	Contig
burkholderia_pseudomallei_mshr346_gca_000182585	GCA_000182585.2	Chromosome
roseburia_intestinalis_l1_82_gca_000156535	GCA_000156535.1	Scaffold
clostridium_botulinum_a2_str_kyoto_gca_000022765	GCA_000022765.1	Complete Genome
clostridium_botulinum_e1_str_bont_e_beluga__gca_000175335	GCA_000175335.1	Contig
chryseobacterium_taklimakanense_gca_003860545	GCA_003860545.1	Complete Genome
chryseobacterium_taklimakanense_gca_900187185	GCA_900187185.1	Complete Genome
chitinophaga_niabensis_gca_900129465	GCA_900129465.1	Scaffold
chitinophaga_niabensis_gca_900129465	GCA_900129465.1	Scaffold
chitinophaga_niastensis_gca_003014755	GCA_003014755.1	Contig
chitinophaga_niastensis_gca_003014755	GCA_003014755.1	Contig
parabacteroides_johnsonii_dsm_18315_gca_000156495	GCA_000156495.1	Scaffold
blautia_hansenii_dsm_20583_gca_000156675	GCA_000156675.1	Scaffold
desulfitobacterium_hafniense_dp7_gca_000238035	GCA_000238035.1	Scaffold
prevotella_copri_dsm_18205_gca_000157935	GCA_000157935.1	Scaffold
bacteroides_cellulosilyticus_dsm_14838_gca_000158035	GCA_000158035.1	Scaffold
_clostridium_methylpentosum_dsm_5476_gca_000158655	GCA_000158655.1	Scaffold
candidatus_liberibacter_asiaticus_str_psy62_gca_000023765	GCA_000023765.2	Complete Genome
megasphaera_sp_djf_b143_gca_001494645	GCA_001494645.1	Contig
actinobacillus_pleuropneumoniae_serovar_7_str_ap76_gca_000020405	GCA_000020405.1	Complete Genome
bifidobacterium_longum_subsp_infantis_ccug_52486_gca_000155415	GCA_000155415.1	Scaffold
helicobacter_canadensis_mit_98_5491_gca_000162575	GCA_000162575.1	Chromosome
helicobacter_cinaedi_ccug_18818_atcc_baa_847_gca_000349975	GCA_000349975.1	Complete Genome
helicobacter_pullorum_mit_98_5489_gca_000155495	GCA_000155495.1	Scaffold
rhizobium_etli_8c_3_gca_001908375	GCA_001908375.1	Complete Genome
mycoplasma_sp_237ia_gca_003855455	GCA_003855455.1	Complete Genome
rhizobium_rosettiformans_w3_gca_004912135	GCA_004912135.1	Contig
stappia_indica_gca_900217825	GCA_900217825.1	Scaffold
stappia_indica_gca_900217825	GCA_900217825.1	Scaffold
francisella_philomiragia_subsp_philomiragia_atcc_25015_gca_000833455	GCA_000833455.1	Complete Genome
enterobacter_mori_gca_002785605	GCA_002785605.1	Scaffold
enterobacter_mori_gca_003129945	GCA_003129945.1	Contig
rhodovulum_steppense_gca_004339675	GCA_004339675.1	Contig
roseovarius_indicus_gca_001441635	GCA_001441635.1	Contig
roseovarius_indicus_gca_900112725	GCA_900112725.1	Scaffold
mesorhizobium_sp_ors_3428_gca_001854785	GCA_001854785.1	Contig
lactococcus_lactis_subsp_tructae_gca_002441825	GCA_002441825.1	Scaffold
alicyclobacillus_acidocaldarius_laa1_gca_000173835	GCA_000173835.1	
pseudomonas_cuatrocienegasensis_gca_900110925	GCA_900110925.1	Scaffold
saccharothrix_variisporea_gca_003634995	GCA_003634995.1	Contig
variovorax_paradoxus_s110_gca_000023345	GCA_000023345.1	
rhodococcus_opacus_pd630_gca_000599545	GCA_000599545.1	Complete Genome
beta_proteobacterium_cb_gca_000342265	GCA_000342265.1	Complete Genome
helicobacter_pylori_98_10_gca_000172935	GCA_000172935.1	Contig
actinomyces_oris_gca_001553935	GCA_001553935.1	Complete Genome
actinomyces_oris_gca_001929365	GCA_001929365.1	Scaffold
actinomyces_oris_gca_001929375	GCA_001929375.1	Scaffold
actinomyces_oris_gca_001937365	GCA_001937365.1	Scaffold
actinomyces_oris_gca_001937385	GCA_001937385.1	Scaffold
actinomyces_oris_gca_001937445	GCA_001937445.1	Scaffold
actinomyces_oris_gca_001937485	GCA_001937485.1	Scaffold
actinomyces_oris_gca_001937535	GCA_001937535.1	Scaffold
actinomyces_oris_gca_001937545	GCA_001937545.1	Scaffold
actinomyces_oris_gca_001937555	GCA_001937555.1	Scaffold
actinomyces_oris_gca_001937665	GCA_001937665.1	Scaffold
actinomyces_oris_gca_001937675	GCA_001937675.1	Scaffold
actinomyces_oris_gca_001937715	GCA_001937715.1	Scaffold
actinomyces_oris_gca_001937725	GCA_001937725.1	Scaffold
actinomyces_oris_gca_002847555	GCA_002847555.1	Scaffold
butyricimonas_virosa_gca_003463145	GCA_003463145.1	Scaffold
butyricimonas_virosa_gca_003464505	GCA_003464505.1	Scaffold
butyricimonas_virosa_gca_003475685	GCA_003475685.1	Scaffold
arcobacter_thereius_gca_001695255	GCA_001695255.1	
arcobacter_thereius_gca_001695335	GCA_001695335.1	Scaffold
arcobacter_thereius_gca_005818915	GCA_005818915.1	Contig
arcobacter_thereius_gca_005818945	GCA_005818945.1	Contig
arcobacter_thereius_gca_005818985	GCA_005818985.1	Contig
oceanobacillus_oncorhynchi_gca_000821065	GCA_000821065.2	Contig
bartonella_sp_ar_15_3_gca_002022445	GCA_002022445.1	Contig
paraoerskovia_marina_gca_900105445	GCA_900105445.1	Chromosome
bacillus_megaterium_qm_b1551_gca_000025825	GCA_000025825.1	Complete Genome
treponema_primitia_zas_2_gca_000214375	GCA_000214375.1	Complete Genome
treponema_azotonutricium_zas_9_gca_000214355	GCA_000214355.1	Complete Genome
holdemania_filiformis_dsm_12042_gca_000157995	GCA_000157995.1	Scaffold
clostridium_celatum_dsm_1785_gca_000320405	GCA_000320405.1	Scaffold
streptococcus_gallolyticus_subsp_gallolyticus_tx20005_gca_000146525	GCA_000146525.1	Scaffold
treponema_paraluiscuniculi_cuniculi_a_gca_000217655	GCA_000217655.1	Complete Genome
pseudorhodoferax_soli_gca_003337555	GCA_003337555.1	Scaffold
microbacterium_ginsengiterrae_gca_003610275	GCA_003610275.1	
dietzia_lutea_gca_003096075	GCA_003096075.1	Complete Genome
neisseria_cinerea_atcc_14685_gca_000173895	GCA_000173895.1	Contig
neisseria_elongata_subsp_glycolytica_atcc_29315_gca_000176755	GCA_000176755.2	Contig
neisseria_elongata_subsp_glycolytica_atcc_29315_gca_000818035	GCA_000818035.1	Complete Genome
neisseria_flavescens_nrl30031_h210_gca_000173935	GCA_000173935.1	Contig
neisseria_lactamica_atcc_23970_gca_000173995	GCA_000173995.1	Contig
neisseria_mucosa_atcc_25996_gca_000173875	GCA_000173875.1	Contig
neisseria_polysaccharea_atcc_43768_gca_000176735	GCA_000176735.1	Contig
neisseria_subflava_nj9703_gca_000173955	GCA_000173955.1	Contig
filifactor_alocis_atcc_35896_gca_000163895	GCA_000163895.2	Complete Genome
selenomonas_sputigena_atcc_35185_gca_000160495	GCA_000160495.1	Scaffold
selenomonas_sputigena_atcc_35185_gca_000208405	GCA_000208405.1	Complete Genome
brucella_melitensis_atcc_23457_gca_000022625	GCA_000022625.1	Complete Genome
veillonella_dispar_atcc_17748_gca_000160015	GCA_000160015.1	Scaffold
eikenella_corrodens_atcc_23834_gca_000158615	GCA_000158615.1	Scaffold
fusobacterium_periodonticum_atcc_33693_gca_000160475	GCA_000160475.1	Scaffold
enterococcus_faecium_e1679_gca_000172875	GCA_000172875.1	Contig
amycolatopsis_australiensis_gca_900119165	GCA_900119165.1	Contig
amycolatopsis_regifaucium_gca_001558125	GCA_001558125.2	Scaffold
amycolatopsis_regifaucium_gca_001613935	GCA_001613935.1	Scaffold
hafnia_paralvei_gca_002287565	GCA_002287565.1	Contig
hafnia_paralvei_gca_003362795	GCA_003362795.2	Contig
hafnia_paralvei_gca_004309775	GCA_004309775.1	Scaffold
deinococcus_deserti_vcd115_gca_000020685	GCA_000020685.1	Complete Genome
friedmanniella_luteola_gca_900105065	GCA_900105065.1	Chromosome
friedmanniella_sagamiharensis_gca_900105785	GCA_900105785.1	Chromosome
bacteroides_coprophilus_dsm_18228_jcm_13818_gca_000157915	GCA_000157915.1	Scaffold
bifidobacterium_pseudocatenulatum_dsm_20438_jcm_1200_lmg_10505_gca_000173435	GCA_000173435.1	Contig
neisseria_sicca_atcc_29256_gca_000174655	GCA_000174655.1	Contig
thioalbus_denitrificans_gca_003337735	GCA_003337735.1	Scaffold
hydrogenobaculum_sp_ho_gca_000341855	GCA_000341855.1	Complete Genome
verrucosispora_sediminis_gca_900112325	GCA_900112325.1	Scaffold
mycolicibacterium_vulneris_gca_000612885	GCA_000612885.1	Contig
mycolicibacterium_vulneris_gca_001686755	GCA_001686755.1	
mycolicibacterium_vulneris_gca_002104765	GCA_002104765.1	Contig
arthrobacter_pityocampae_gca_002927275	GCA_002927275.1	Scaffold
staphylococcus_aureus_subsp_aureus_mn8_gca_000160195	GCA_000160195.1	Chromosome
corynebacterium_aurimucosum_atcc_700975_gca_000022905	GCA_000022905.1	Complete Genome
corynebacterium_glucuronolyticum_atcc_51866_gca_000159595	GCA_000159595.1	Scaffold
mobiluncus_curtisii_atcc_43063_gca_000196535	GCA_000196535.1	Complete Genome
bifidobacterium_longum_subsp_longum_atcc_55813_gca_000003135	GCA_000003135.1	Scaffold
isoptericola_jiangsuensis_gca_002563715	GCA_002563715.1	Contig
natribacillus_halophilus_gca_900100185	GCA_900100185.1	Scaffold
francisella_halioticida_gca_002211785	GCA_002211785.1	Complete Genome
microvirga_guangxiensis_gca_900102135	GCA_900102135.1	Scaffold
bacillus_horneckiae_gca_002835735	GCA_002835735.1	Contig
phormidium_tenue_nies_30_gca_001904775	GCA_001904775.1	Scaffold
streptomyces_sp_m1013_gca_001970135	GCA_001970135.1	Scaffold
edaphobacillus_lindanitolerans_gca_900156305	GCA_900156305.1	Scaffold
salmonella_enterica_subsp_enterica_serovar_gallinarum_str_287_91_gca_000009525	GCA_000009525.1	Complete Genome
ferrimonas_balearica_dsm_9799_gca_000148645	GCA_000148645.1	Complete Genome
geobacillus_sp_y412mc52_gca_000174795	GCA_000174795.2	Complete Genome
escherichia_coli_b088_gca_000163155	GCA_000163155.1	Scaffold
escherichia_coli_b185_gca_000163175	GCA_000163175.1	Scaffold
escherichia_coli_b354_gca_000163195	GCA_000163195.1	Scaffold
escherichia_coli_e1114_gca_002109705	GCA_002109705.1	Scaffold
escherichia_albertii_b156_gca_002109845	GCA_002109845.1	Scaffold
pseudomonas_sp_w15feb9b_gca_000828175	GCA_000828175.1	Contig
niastella_populi_gca_002078015	GCA_002078015.1	Contig
halomonas_sp_hal1_gca_000235725	GCA_000235725.2	Contig
_nostoc_azollae_0708_gca_000196515	GCA_000196515.1	Complete Genome
chryseobacterium_piscicola_gca_002943675	GCA_002943675.1	Scaffold
chryseobacterium_piscicola_gca_900156685	GCA_900156685.1	Contig
caldicoprobacter_oshimai_gca_003242265	GCA_003242265.1	Contig
bradyrhizobium_sp_stm_3809_gca_000239795	GCA_000239795.2	Contig
bradyrhizobium_sp_stm_3843_gca_000239815	GCA_000239815.2	Scaffold
duganella_sacchari_gca_900143065	GCA_900143065.1	Scaffold
kosakonia_arachidis_gca_900116535	GCA_900116535.1	Scaffold
flavobacterium_glycines_gca_001686935	GCA_001686935.1	Contig
arachidicoccus_rhizosphaerae_gca_900107765	GCA_900107765.1	Scaffold
methylobacillus_rhizosphaerae_gca_900187985	GCA_900187985.1	Scaffold
mucilaginibacter_gossypiicola_gca_900110105	GCA_900110105.1	Scaffold
mucilaginibacter_gossypii_gca_900100945	GCA_900100945.1	Scaffold
mucilaginibacter_kameinonensis_gca_003286435	GCA_003286435.2	Complete Genome
shewanella_fodinae_gca_004342405	GCA_004342405.1	Scaffold
erysipelotrichaceae_bacterium_5_2_54faa_gca_000163515	GCA_000163515.2	Scaffold
ruminococcaceae_bacterium_d16_gca_000177015	GCA_000177015.3	Scaffold
streptococcus_equi_subsp_zooepidemicus_mgcs10565_gca_000020765	GCA_000020765.1	Complete Genome
bifidobacterium_animalis_subsp_lactis_bb_12_gca_000025245	GCA_000025245.1	
muricauda_olearia_gca_004150225	GCA_004150225.1	Scaffold
dehalogenimonas_lykanthroporepellens_bl_dc_9_gca_000143165	GCA_000143165.1	Complete Genome
pseudomonas_pelagia_gca_002351465	GCA_002351465.1	
prevotella_melaninogenica_atcc_25845_gca_000144405	GCA_000144405.1	Complete Genome
porphyromonas_endodontalis_atcc_35406_gca_000174815	GCA_000174815.1	Contig
capnocytophaga_gingivalis_atcc_33624_gca_000174755	GCA_000174755.1	Contig
gardnerella_vaginalis_409_05_gca_000025205	GCA_000025205.1	Complete Genome
propionibacterium_acidifaciens_f0233_gca_000478805	GCA_000478805.1	Contig
cutibacterium_acnes_sk137_gca_000025765	GCA_000025765.1	Complete Genome
rothia_mucilaginosa_atcc_25296_gca_000175615	GCA_000175615.1	Contig
corynebacterium_amycolatum_sk46_gca_000173655	GCA_000173655.1	Contig
corynebacterium_tuberculostearicum_sk141_gca_000175635	GCA_000175635.1	Contig
corynebacterium_matruchotii_atcc_14266_gca_000175375	GCA_000175375.1	Contig
enhydrobacter_aerosaccus_sk60_gca_000175915	GCA_000175915.1	
campylobacter_rectus_rm3267_gca_000174175	GCA_000174175.1	Contig
campylobacter_showae_rm3277_gca_000175655	GCA_000175655.1	Contig
campylobacter_gracilis_rm3268_gca_000175875	GCA_000175875.1	Contig
vibrio_breoganii_gca_001677275	GCA_001677275.1	Complete Genome
vibrio_breoganii_gca_002877085	GCA_002877085.1	Scaffold
vibrio_breoganii_gca_005146655	GCA_005146655.1	Scaffold
vibrio_breoganii_gca_005146705	GCA_005146705.1	Scaffold
vibrio_breoganii_gca_005146805	GCA_005146805.1	Scaffold
vibrio_breoganii_gca_005166265	GCA_005166265.1	Scaffold
virgibacillus_salinus_gca_900102415	GCA_900102415.1	Scaffold
streptococcus_equi_subsp_equi_4047_gca_000026585	GCA_000026585.1	Complete Genome
streptomyces_gilvosporeus_gca_002082195	GCA_002082195.1	Complete Genome
photobacterium_leiognathi_gca_003026315	GCA_003026315.1	Contig
acidovorax_carolinensis_gca_002157125	GCA_002157125.1	Complete Genome
acidovorax_carolinensis_gca_002157145	GCA_002157145.1	Complete Genome
acidovorax_carolinensis_gca_002157165	GCA_002157165.1	Complete Genome
_clostridium_hylemonae_dsm_15053_gca_000156515	GCA_000156515.1	Scaffold
tersicoccus_phoenicis_gca_001968835	GCA_001968835.1	Contig
thiomonas_sp_cb3_gca_900004415	GCA_900004415.1	Scaffold
paenibacillus_rigui_gca_002234615	GCA_002234615.1	Contig
psychrobacter_piscatorii_gca_001444505	GCA_001444505.1	Contig
pseudomonas_toyotomiensis_gca_002741095	GCA_002741095.1	Contig
pseudomonas_toyotomiensis_gca_900115695	GCA_900115695.1	Scaffold
pseudomonas_sp_af76_gca_003732845	GCA_003732845.1	Scaffold
streptomyces_sedi_gca_006335015	GCA_006335015.1	Contig
thermosediminibacter_oceani_dsm_16646_gca_000144645	GCA_000144645.1	Complete Genome
dethiobacter_alkaliphilus_aht_1_gca_000174415	GCA_000174415.1	Contig
zymomonas_mobilis_subsp_mobilis_atcc_10988_gca_000175255	GCA_000175255.2	Complete Genome
galbibacter_marinus_gca_000300875	GCA_000300875.1	Contig
salipiger_marinus_gca_900100085	GCA_900100085.1	Scaffold
halothiobacillus_neapolitanus_c2_gca_000024765	GCA_000024765.1	Complete Genome
desulfonatronospira_thiodismutans_aso3_1_gca_000174435	GCA_000174435.1	Scaffold
novosphingobium_sp_rr_2_17_gca_000272475	GCA_000272475.1	Contig
bacteroides_sp_d1_gca_000157095	GCA_000157095.2	Scaffold
bacteroides_sp_d2_gca_000159075	GCA_000159075.2	Scaffold
bacteroides_dorei_5_1_36_d4_gca_000158335	GCA_000158335.2	Scaffold
clostridium_sp_d5_gca_000190355	GCA_000190355.1	Scaffold
fusobacterium_nucleatum_subsp_animalis_d11_gca_000158535	GCA_000158535.2	Scaffold
escherichia_coli_d9_gca_000158395	GCA_000158395.1	Scaffold
oxalobacter_formigenes_hoxbls_gca_000158475	GCA_000158475.2	Scaffold
oxalobacter_formigenes_oxcc13_gca_000158495	GCA_000158495.1	Scaffold
brachybacterium_saurashtrense_gca_003355475	GCA_003355475.1	Complete Genome
neomicrococcus_aestuarii_gca_001887245	GCA_001887245.1	Complete Genome
propionibacterium_acidifaciens_gca_003798325	GCA_003798325.1	Complete Genome
serinibacter_salmoneus_gca_002563925	GCA_002563925.1	Contig
serinibacter_salmoneus_gca_002563925	GCA_002563925.1	Contig
pseudomonas_benzenivorans_gca_900100495	GCA_900100495.1	Scaffold
pseudomonas_saponiphila_gca_900105185	GCA_900105185.1	Contig
lactobacillus_reuteri_dsm_20016_gca_000016825	GCA_000016825.1	Complete Genome
laribacter_hongkongensis_hlhk9_gca_000021025	GCA_000021025.1	Complete Genome
mycobacterium_kansasii_atcc_12478_gca_000157895	GCA_000157895.2	Complete Genome
glaesserella_parasuis_sh0165_gca_000021885	GCA_000021885.1	Complete Genome
burkholderia_pseudomallei_576_gca_000182195	GCA_000182195.1	Contig
rhodobacter_sphaeroides_kd131_gca_000021005	GCA_000021005.1	Complete Genome
chryseobacterium_angstadtii_gca_001045465	GCA_001045465.1	Contig
chryseobacterium_piperi_gca_000737775	GCA_000737775.1	Contig
arenibacter_nanhaiticus_gca_900141935	GCA_900141935.1	Scaffold
corynebacterium_doosanense_cau_212_dsm_45436_gca_000767055	GCA_000767055.1	Complete Genome
delftia_lacustris_gca_900107225	GCA_900107225.1	Contig
shewanella_chilikensis_gca_003217175	GCA_003217175.1	Scaffold
enterobacter_sp_10_1_gca_002270295	GCA_002270295.1	
kineococcus_rhizosphaerae_gca_003002055	GCA_003002055.1	Contig
mycobacterium_mantenii_gca_001667695	GCA_001667695.1	Contig
mycobacterium_mantenii_gca_002086335	GCA_002086335.1	Contig
asanoa_hainanensis_gca_900188485	GCA_900188485.1	Scaffold
tistlia_consotensis_usba_355_gca_900177295	GCA_900177295.1	Scaffold
leptospira_kirschneri_serovar_pomona_gca_002018105	GCA_002018105.1	Contig
mycobacteroides_abscessus_atcc_19977_gca_000069185	GCA_000069185.1	Complete Genome
sphingobacterium_psychroaquaticum_gca_900177625	GCA_900177625.1	Scaffold
jiangella_alba_gca_900106035	GCA_900106035.1	Contig
anaerococcus_hydrogenalis_dsm_7454_gca_000173355	GCA_000173355.1	Contig
bifidobacterium_gallicum_dsm_20093_lmg_11596_gca_000173375	GCA_000173375.1	Contig
bifidobacterium_gallicum_dsm_20093_lmg_11596_gca_000741205	GCA_000741205.1	Contig
mameliella_alba_gca_000807715	GCA_000807715.1	Contig
dickeya_chrysanthemi_ech1591_gca_000023565	GCA_000023565.1	Complete Genome
pectobacterium_carotovorum_subsp_carotovorum_pc1_gca_000023605	GCA_000023605.1	Complete Genome
mycobacterium_leprae_br4923_gca_000026685	GCA_000026685.1	Complete Genome
maribacter_arcticus_gca_900167935	GCA_900167935.1	Scaffold
tenacibaculum_gallaicum_gca_003387615	GCA_003387615.1	Scaffold
dethiosulfovibrio_salsuginis_gca_900177735	GCA_900177735.1	Scaffold
bacillus_safensis_gca_001938665	GCA_001938665.1	Complete Genome
bacillus_safensis_gca_003660145	GCA_003660145.1	Chromosome
rickettsia_peacockii_str_rustic_gca_000021525	GCA_000021525.1	Complete Genome
rheinheimera_nanhaiensis_e407_8_gca_000296695	GCA_000296695.1	Contig
kyrpidia_tusciae_dsm_2912_gca_000092905	GCA_000092905.1	Complete Genome
actinomyces_viscosus_c505_gca_000175315	GCA_000175315.3	Scaffold
prevotella_oris_c735_gca_000142965	GCA_000142965.1	Scaffold
prevotella_sp_c561_gca_000224595	GCA_000224595.1	Scaffold
rothia_dentocariosa_m567_gca_000143585	GCA_000143585.1	Scaffold
rothia_mucilaginosa_m508_gca_000231235	GCA_000231235.1	Scaffold
streptococcus_sp_c300_gca_000187645	GCA_000187645.1	Scaffold
streptococcus_sp_m143_gca_000162495	GCA_000162495.1	Scaffold
streptococcus_sp_m334_gca_000187745	GCA_000187745.1	Scaffold
sulfurimonas_autotrophica_dsm_16294_gca_000147355	GCA_000147355.1	Complete Genome
helicobacter_pylori_g27_gca_000021165	GCA_000021165.1	Complete Genome
siphonobacter_aquaeclarae_gca_900103285	GCA_900103285.1	Scaffold
bilophila_wadsworthia_3_1_6_gca_000185705	GCA_000185705.2	Scaffold
parabacteroides_sp_d13_gca_000162275	GCA_000162275.1	Scaffold
pediococcus_acidilactici_7_4_gca_000163095	GCA_000163095.1	Scaffold
pseudomonas_coronafaciens_pv_oryzae_str_1_6_gca_000156995	GCA_000156995.1	
streptomyces_sp_icbb_8177_gca_003144095	GCA_003144095.1	Scaffold
marinobacter_antarcticus_gca_900142385	GCA_900142385.1	Contig
roseicitreum_antarcticum_gca_900107025	GCA_900107025.1	Scaffold
mycolicibacterium_bacteremicum_gca_002086115	GCA_002086115.1	Contig
pseudomonas_tolaasii_ncppb_2192_gca_002813445	GCA_002813445.1	Contig
vagococcus_acidifermentans_gca_003987655	GCA_003987655.1	Contig
burkholderia_dabaoshanensis_gca_002879885	GCA_002879885.1	Contig
brachyspira_hyodysenteriae_wa1_gca_000022105	GCA_000022105.1	Complete Genome
bifidobacterium_longum_subsp_infantis_157f_gca_000196575	GCA_000196575.1	Complete Genome
